"DBLa_type","Ups","2012_freq","2014_freq","2015_freq","2017_freq","2012_freqbin","2014_freqbin","2015_freqbin","2017_freqbin"
"M00547:373:000000000-JH6MF:1:2108:9834:12215","BC",11,5,4,6,"11-20","2-10","2-10","2-10"
"M00123:38:000000000-AN6VN:1:1105:17500:13110","BC",11,2,4,3,"11-20","2-10","2-10","2-10"
"M00566:68:000000000-ARD58:1:2117:28674:13422","BC",11,2,4,4,"11-20","2-10","2-10","2-10"
"M03191:489:000000000-JGFWT:1:1104:24672:5518","BC",11,1,1,7,"11-20","1","1","2-10"
"M00123:38:000000000-AN6VN:1:2108:6232:11416","BC",11,4,5,5,"11-20","2-10","2-10","2-10"
"M01896:15:000000000-A7EN9:1:1104:4269:13065","A",11,3,2,4,"11-20","2-10","2-10","2-10"
"M00566:66:000000000-ARD83:1:1101:10011:18010","BC",11,1,2,14,"11-20","1","2-10","11-20"
"M00566:68:000000000-ARD58:1:2113:23835:19877","A",11,4,7,10,"11-20","2-10","2-10","2-10"
"M01896:2:000000000-A69JN:1:1102:9638:7652","BC",11,1,6,13,"11-20","1","2-10","11-20"
"M00566:68:000000000-ARD58:1:1105:4655:11682","BC",11,1,1,3,"11-20","1","1","2-10"
"M00595:42:000000000-A5J1T:1:1107:22219:20825","BC",11,1,1,2,"11-20","1","1","2-10"
"M00566:114:000000000-AWM6N:1:2104:23329:16523","A",11,4,2,2,"11-20","2-10","2-10","2-10"
"M00123:52:000000000-APT1W:1:2106:17249:22921","A",11,5,13,11,"11-20","2-10","11-20","11-20"
"M01896:14:000000000-A7ERE:1:1119:6324:16546","A",11,5,3,5,"11-20","2-10","2-10","2-10"
"M00123:163:000000000-B5J7V:1:1105:20256:11509","BC",11,0,4,9,"11-20","0","2-10","2-10"
"M00123:211:000000000-BYH2N:1:1107:23845:22533","BC",11,8,4,11,"11-20","2-10","2-10","11-20"
"M03191:488:000000000-JGKWR:1:1113:20669:4489","BC",11,1,3,9,"11-20","1","2-10","2-10"
"M00566:160:000000000-B5GTN:1:1107:18801:6811","BC",11,1,3,9,"11-20","1","2-10","2-10"
"M00123:52:000000000-APT1W:1:1112:14767:9481","BC",11,4,4,9,"11-20","2-10","2-10","2-10"
"M00123:163:000000000-B5J7V:1:1115:5791:4994","BC",11,1,2,3,"11-20","1","2-10","2-10"
"M03191:489:000000000-JGFWT:1:1108:20640:10697","BC",11,4,6,7,"11-20","2-10","2-10","2-10"
"M00123:210:000000000-BTDTV:1:1109:17300:21905","BC",11,2,2,4,"11-20","2-10","2-10","2-10"
"M01896:2:000000000-A69JN:1:1113:20295:14313","BC",11,0,1,3,"11-20","0","1","2-10"
"M00595:42:000000000-A5J1T:1:1102:12618:9621","BC",11,1,4,8,"11-20","1","2-10","2-10"
"M00123:51:000000000-APU28:1:2115:7967:9019","BC",11,4,8,8,"11-20","2-10","2-10","2-10"
"M00123:371:000000000-J9JD5:1:2105:17010:17885","BC",11,2,0,5,"11-20","2-10","0","2-10"
"M00595:42:000000000-A5J1T:1:2118:9429:8011","BC",11,4,1,7,"11-20","2-10","1","2-10"
"M00547:373:000000000-JH6MF:1:2101:28103:10941","BC",11,5,3,7,"11-20","2-10","2-10","2-10"
"M01896:14:000000000-A7ERE:1:1101:13128:3850","A",11,2,1,4,"11-20","2-10","1","2-10"
"M01896:14:000000000-A7ERE:1:1118:19096:6143","BC",11,1,4,5,"11-20","1","2-10","2-10"
"M01896:15:000000000-A7EN9:1:2101:7494:18570","BC",11,4,5,6,"11-20","2-10","2-10","2-10"
"M00566:68:000000000-ARD58:1:1104:19299:11233","BC",11,6,2,4,"11-20","2-10","2-10","2-10"
"M00566:68:000000000-ARD58:1:2117:13701:14529","BC",11,0,1,8,"11-20","0","1","2-10"
"M00547:373:000000000-JH6MF:1:2112:12178:9645","BC",11,4,2,15,"11-20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2119:21514:4682","BC",11,4,6,7,"11-20","2-10","2-10","2-10"
"M01896:14:000000000-A7ERE:1:2102:16143:5651","BC",11,4,2,9,"11-20","2-10","2-10","2-10"
"M00595:42:000000000-A5J1T:1:1102:25500:21776","BC",11,2,4,7,"11-20","2-10","2-10","2-10"
"M01896:15:000000000-A7EN9:1:1116:18154:23983","BC",11,4,9,7,"11-20","2-10","2-10","2-10"
"M00123:98:000000000-AWVWT:1:2102:23530:6379","BC",11,4,2,10,"11-20","2-10","2-10","2-10"
"M03191:488:000000000-JGKWR:1:1112:6190:18977","BC",11,3,2,10,"11-20","2-10","2-10","2-10"
"M01896:15:000000000-A7EN9:1:1113:16671:16890","BC",11,1,3,6,"11-20","1","2-10","2-10"
"M00595:42:000000000-A5J1T:1:1101:21421:15216","BC",11,0,2,3,"11-20","0","2-10","2-10"
"M00123:371:000000000-J9JD5:1:1112:22515:6463","BC",11,1,4,7,"11-20","1","2-10","2-10"
"M01896:15:000000000-A7EN9:1:2110:23731:22669","BC",11,10,2,4,"11-20","2-10","2-10","2-10"
"M00566:160:000000000-B5GTN:1:1101:3369:17299","BC",11,3,2,3,"11-20","2-10","2-10","2-10"
"M00123:211:000000000-BYH2N:1:1111:16918:7911","BC",11,0,2,1,"11-20","0","2-10","1"
"M00595:54:000000000-A7CT0:1:2119:12504:20564","BC",11,4,0,6,"11-20","2-10","0","2-10"
"M03191:489:000000000-JGFWT:1:2109:4900:12263","BC",11,4,2,11,"11-20","2-10","2-10","11-20"
"M00123:371:000000000-J9JD5:1:2111:14269:24009","BC",11,3,7,7,"11-20","2-10","2-10","2-10"
"M00547:373:000000000-JH6MF:1:1109:14596:11409","A",11,4,9,10,"11-20","2-10","2-10","2-10"
"M00547:373:000000000-JH6MF:1:2107:7409:10966","A",11,2,8,5,"11-20","2-10","2-10","2-10"
"M00595:42:000000000-A5J1T:1:1113:20145:11400","BC",11,1,4,8,"11-20","1","2-10","2-10"
"M00566:161:000000000-B5HBJ:1:1114:8491:13236","BC",11,3,4,12,"11-20","2-10","2-10","11-20"
"M03191:488:000000000-JGKWR:1:1115:22829:24046","BC",11,1,3,6,"11-20","1","2-10","2-10"
"M01896:15:000000000-A7EN9:1:1108:14314:20851","BC",11,2,1,3,"11-20","2-10","1","2-10"
"M03191:488:000000000-JGKWR:1:1106:5994:20971","BC",11,4,4,20,"11-20","2-10","2-10","11-20"
"M00123:38:000000000-AN6VN:1:2109:16853:14715","BC",11,3,3,9,"11-20","2-10","2-10","2-10"
"M00547:373:000000000-JH6MF:1:1119:14194:4405","BC",11,1,3,8,"11-20","1","2-10","2-10"
"M00566:160:000000000-B5GTN:1:2102:14771:16549","BC",11,7,6,6,"11-20","2-10","2-10","2-10"
"M01896:14:000000000-A7ERE:1:1110:26237:11106","BC",11,2,5,11,"11-20","2-10","2-10","11-20"
"M00123:371:000000000-J9JD5:1:1112:18317:5832","BC",11,4,5,5,"11-20","2-10","2-10","2-10"
"M00595:42:000000000-A5J1T:1:2111:18663:11962","BC",11,3,3,0,"11-20","2-10","2-10","0"
"M00123:62:000000000-AU338:1:1105:6513:4501","A",11,8,2,6,"11-20","2-10","2-10","2-10"
"M00123:51:000000000-APU28:1:1106:7640:18801","BC",11,2,2,7,"11-20","2-10","2-10","2-10"
"M00123:98:000000000-AWVWT:1:2104:10648:18691","BC",11,2,3,15,"11-20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2116:22011:9896","A",11,2,0,16,"11-20","2-10","0","11-20"
"M00123:62:000000000-AU338:1:2116:23645:7714","BC",11,1,6,13,"11-20","1","2-10","11-20"
"M00547:373:000000000-JH6MF:1:2119:16330:20607","BC",11,2,5,8,"11-20","2-10","2-10","2-10"
"M00566:66:000000000-ARD83:1:2106:17986:7122","BC",11,1,1,3,"11-20","1","1","2-10"
"M00123:211:000000000-BYH2N:1:1112:6462:15678","BC",11,2,3,8,"11-20","2-10","2-10","2-10"
"M00566:114:000000000-AWM6N:1:1113:9980:5761","BC",11,1,4,4,"11-20","1","2-10","2-10"
"M00595:42:000000000-A5J1T:1:1113:21827:8245","A",11,1,6,5,"11-20","1","2-10","2-10"
"M00123:52:000000000-APT1W:1:1111:15588:18571","BC",11,4,4,4,"11-20","2-10","2-10","2-10"
"M00595:54:000000000-A7CT0:1:1114:15266:8227","BC",11,6,6,5,"11-20","2-10","2-10","2-10"
"M00123:52:000000000-APT1W:1:1107:13816:14106","BC",11,3,2,3,"11-20","2-10","2-10","2-10"
"M00123:51:000000000-APU28:1:1114:17890:16126","BC",11,3,5,9,"11-20","2-10","2-10","2-10"
"M00123:163:000000000-B5J7V:1:1110:16632:21064","BC",11,2,2,16,"11-20","2-10","2-10","11-20"
"M03191:489:000000000-JGFWT:1:2115:18342:18666","A",11,4,2,9,"11-20","2-10","2-10","2-10"
"M00123:38:000000000-AN6VN:1:1101:1848:13831","A",11,1,3,4,"11-20","1","2-10","2-10"
"M00547:373:000000000-JH6MF:1:2117:14413:10165","BC",11,6,6,14,"11-20","2-10","2-10","11-20"
"M00123:51:000000000-APU28:1:2118:14919:15849","BC",11,0,2,2,"11-20","0","2-10","2-10"
"M00566:68:000000000-ARD58:1:1114:12243:15762","A",11,3,2,7,"11-20","2-10","2-10","2-10"
"M00123:51:000000000-APU28:1:1105:18099:12340","BC",11,6,7,10,"11-20","2-10","2-10","2-10"
"M00123:115:000000000-AWP2U:1:2115:16090:24889","BC",11,2,1,4,"11-20","2-10","1","2-10"
"M01896:14:000000000-A7ERE:1:2105:10220:6242","BC",11,2,1,2,"11-20","2-10","1","2-10"
"M00595:42:000000000-A5J1T:1:1119:11781:8154","A",11,1,5,5,"11-20","1","2-10","2-10"
"M03191:488:000000000-JGKWR:1:1101:15128:20551","BC",11,2,2,6,"11-20","2-10","2-10","2-10"
"M00123:38:000000000-AN6VN:1:1101:9318:17197","A",11,5,6,18,"11-20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:1112:11132:10921","BC",11,5,5,14,"11-20","2-10","2-10","11-20"
"M00123:211:000000000-BYH2N:1:1106:7679:15004","A",11,1,1,12,"11-20","1","1","11-20"
"M01896:15:000000000-A7EN9:1:1112:19102:15903","BC",11,1,3,4,"11-20","1","2-10","2-10"
"M03191:489:000000000-JGFWT:1:1110:13685:5149","BC",11,2,1,4,"11-20","2-10","1","2-10"
"M00123:52:000000000-APT1W:1:2108:11215:12519","BC",11,2,5,10,"11-20","2-10","2-10","2-10"
"M00123:51:000000000-APU28:1:1108:20457:10790","A",11,3,4,8,"11-20","2-10","2-10","2-10"
"M01896:2:000000000-A69JN:1:1108:20187:22376","BC",11,2,2,5,"11-20","2-10","2-10","2-10"
"M00566:68:000000000-ARD58:1:1106:9894:13934","BC",11,3,0,3,"11-20","2-10","0","2-10"
"M01896:14:000000000-A7ERE:1:2101:17187:8064","A",11,4,8,11,"11-20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:1116:6295:12427","BC",11,3,2,5,"11-20","2-10","2-10","2-10"
"M01896:15:000000000-A7EN9:1:1103:17972:15198","BC",11,3,1,9,"11-20","2-10","1","2-10"
"M03191:489:000000000-JGFWT:1:2118:8905:18679","A",11,3,8,12,"11-20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:1114:17614:13812","BC",11,2,0,10,"11-20","2-10","0","2-10"
"M00566:114:000000000-AWM6N:1:2102:4325:15302","BC",11,1,7,3,"11-20","1","2-10","2-10"
"M00123:62:000000000-AU338:1:1112:21253:9461","BC",11,3,2,6,"11-20","2-10","2-10","2-10"
"M01896:14:000000000-A7ERE:1:2112:12685:22122","A",11,3,3,1,"11-20","2-10","2-10","1"
"M01896:2:000000000-A69JN:1:1114:2792:8657","A",11,2,5,7,"11-20","2-10","2-10","2-10"
"M00566:66:000000000-ARD83:1:2115:3417:9124","BC",11,7,6,5,"11-20","2-10","2-10","2-10"
"M00123:52:000000000-APT1W:1:1108:5164:7218","BC",11,1,7,4,"11-20","1","2-10","2-10"
"M01896:2:000000000-A69JN:1:2105:15270:11031","BC",11,0,7,6,"11-20","0","2-10","2-10"
"M00595:54:000000000-A7CT0:1:2115:19969:10458","A",11,1,1,2,"11-20","1","1","2-10"
"M00123:211:000000000-BYH2N:1:2107:7611:10991","BC",11,4,4,5,"11-20","2-10","2-10","2-10"
"M03191:489:000000000-JGFWT:1:2111:25109:8194","BC",11,0,4,8,"11-20","0","2-10","2-10"
"M00566:114:000000000-AWM6N:1:2110:18195:13777","BC",11,5,3,8,"11-20","2-10","2-10","2-10"
"M01896:2:000000000-A69JN:1:1101:17713:1978","BC",11,3,1,5,"11-20","2-10","1","2-10"
"M01896:14:000000000-A7ERE:1:2103:6579:17177","BC",11,1,6,11,"11-20","1","2-10","11-20"
"M01896:15:000000000-A7EN9:1:2115:17193:22666","BC",11,3,4,5,"11-20","2-10","2-10","2-10"
"M00595:54:000000000-A7CT0:1:1119:24141:5072","A",11,2,2,9,"11-20","2-10","2-10","2-10"
"M00123:371:000000000-J9JD5:1:2114:23585:7162","BC",11,2,5,13,"11-20","2-10","2-10","11-20"
"M00123:51:000000000-APU28:1:1114:19358:14084","BC",11,2,5,10,"11-20","2-10","2-10","2-10"
"M01896:15:000000000-A7EN9:1:2110:19980:5380","BC",11,0,3,5,"11-20","0","2-10","2-10"
"M00566:160:000000000-B5GTN:1:2117:17951:17819","A",11,4,1,6,"11-20","2-10","1","2-10"
"M01896:15:000000000-A7EN9:1:1112:6784:17205","A",11,3,0,9,"11-20","2-10","0","2-10"
"M00123:371:000000000-J9JD5:1:1114:16762:23439","BC",11,2,3,10,"11-20","2-10","2-10","2-10"
"M00566:66:000000000-ARD83:1:2108:15791:24868","BC",11,0,3,5,"11-20","0","2-10","2-10"
"M00123:51:000000000-APU28:1:2115:18287:21425","BC",11,4,4,18,"11-20","2-10","2-10","11-20"
"M01896:14:000000000-A7ERE:1:1113:22056:4050","BC",11,3,1,7,"11-20","2-10","1","2-10"
"M00123:62:000000000-AU338:1:2116:18406:17740","BC",11,1,3,4,"11-20","1","2-10","2-10"
"M03191:488:000000000-JGKWR:1:1107:19556:15955","BC",11,6,5,14,"11-20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2111:9935:21376","BC",11,2,6,7,"11-20","2-10","2-10","2-10"
"M00566:99:000000000-AWHWF:1:1101:9573:7129","BC",11,3,4,3,"11-20","2-10","2-10","2-10"
"M00123:98:000000000-AWVWT:1:2115:22213:10169","BC",11,1,4,4,"11-20","1","2-10","2-10"
"M00123:211:000000000-BYH2N:1:1101:6908:8297","BC",11,1,2,6,"11-20","1","2-10","2-10"
"M01896:15:000000000-A7EN9:1:1113:16074:13515","BC",11,6,3,11,"11-20","2-10","2-10","11-20"
"M00123:115:000000000-AWP2U:1:1116:4651:13404","BC",11,2,4,7,"11-20","2-10","2-10","2-10"
"M00547:373:000000000-JH6MF:1:1108:26069:18385","BC",11,1,1,6,"11-20","1","1","2-10"
"M00566:161:000000000-B5HBJ:1:1117:8245:6333","BC",11,2,4,6,"11-20","2-10","2-10","2-10"
"M00123:52:000000000-APT1W:1:2107:25055:9158","BC",11,1,1,10,"11-20","1","1","2-10"
"M03191:488:000000000-JGKWR:1:1113:4903:13160","A",11,2,4,11,"11-20","2-10","2-10","11-20"
"M00123:211:000000000-BYH2N:1:1108:18480:7681","BC",11,0,3,3,"11-20","0","2-10","2-10"
"M01896:14:000000000-A7ERE:1:1106:23450:15226","BC",11,1,2,4,"11-20","1","2-10","2-10"
"M00123:210:000000000-BTDTV:1:1119:18817:21420","BC",11,5,3,14,"11-20","2-10","2-10","11-20"
"M00566:66:000000000-ARD83:1:1109:16142:4336","BC",11,0,0,3,"11-20","0","0","2-10"
"M00595:42:000000000-A5J1T:1:1112:25381:17264","BC",11,6,1,3,"11-20","2-10","1","2-10"
"M00123:52:000000000-APT1W:1:2108:3788:6283","BC",11,1,0,1,"11-20","1","0","1"
"M00547:373:000000000-JH6MF:1:1102:15476:4272","BC",11,4,3,5,"11-20","2-10","2-10","2-10"
"M00566:68:000000000-ARD58:1:1109:22977:5390","A",11,1,5,12,"11-20","1","2-10","11-20"
"M00123:52:000000000-APT1W:1:1119:20940:15488","BC",11,5,4,4,"11-20","2-10","2-10","2-10"
"M00566:68:000000000-ARD58:1:2103:14069:12056","BC",11,2,5,8,"11-20","2-10","2-10","2-10"
"M00566:99:000000000-AWHWF:1:2108:25643:13110","BC",11,0,0,2,"11-20","0","0","2-10"
"M00123:38:000000000-AN6VN:1:2107:19431:5196","BC",11,6,7,14,"11-20","2-10","2-10","11-20"
"M00123:210:000000000-BTDTV:1:2111:8832:4560","BC",11,1,1,8,"11-20","1","1","2-10"
"M00595:54:000000000-A7CT0:1:1115:13974:20513","BC",11,2,1,7,"11-20","2-10","1","2-10"
"M03191:488:000000000-JGKWR:1:1111:20081:12287","BC",11,1,3,9,"11-20","1","2-10","2-10"
"M00123:52:000000000-APT1W:1:2107:5165:5397","BC",11,0,5,3,"11-20","0","2-10","2-10"
"M00123:62:000000000-AU338:1:1102:25935:19645","BC",11,6,3,9,"11-20","2-10","2-10","2-10"
"M01896:2:000000000-A69JN:1:1109:21387:9316","BC",11,0,5,4,"11-20","0","2-10","2-10"
"M01896:14:000000000-A7ERE:1:1109:13864:2632","BC",11,0,2,4,"11-20","0","2-10","2-10"
"M00547:373:000000000-JH6MF:1:2117:27621:12674","BC",11,3,2,12,"11-20","2-10","2-10","11-20"
